,index,easting,northing,route,geometry,closest_dense_hub,distance_to_closest_dense_hub,closest_elargie_hub,distance_to_closest_large_hub,TMJA_PL,percentage_traffic,Quantity_sold_per_day(in kg),Revenues_day,Quantity_sold_per_year(in kg),not_prof,small_station,medium_station,large_station,station_type
81,81,665450.6253021392,6878798.069949308,A0001,POINT (665450.6253021392 6878798.069949308),1.0,"0    35.109012
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1435,1435,614884.7948087059,6784227.021227813,A0010,POINT (614884.7948087059 6784227.021227813),1.0,"0    19485.522645
dtype: float64",5.0,"0    5133.335961
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1360,1360,695159.5911309365,6194928.238696624,A0009,POINT (695159.5911309365 6194928.238696624),1.0,"0    18330.354898
dtype: float64",5.0,"0    7923.748113
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
384,384,805303.5188424239,6882591.496508436,A0004,POINT (805303.5188424239 6882591.496508436),1.0,"0    7674.028904
dtype: float64",5.0,"0    6741.771599
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1946,1946,533415.5107772343,6921429.455301207,A0013,POINT (533415.5107772343 6921429.455301207),1.0,"0    15027.367408
dtype: float64",5.0,"0    7778.658394
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
1054,1054,865659.9650479094,6299885.7191439085,A0007,POINT (865659.9650479094 6299885.7191439085),1.0,"0    3500.084301
dtype: float64",5.0,"0    3500.084301
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
3038,3038,500859.16863233387,6918478.0800758265,A0029,POINT (500859.16863233387 6918478.0800758265),1.0,"0    6486.981284
dtype: float64",5.0,"0    6486.981284
dtype: float64",69686.13,0.005625249578311297,5352.023170221891,21408.092680887563,1953488.4571309902,0,0,0,1,large
2426,2426,583183.5409006756,6459740.971190211,A0020,POINT (583183.5409006756 6459740.971190211),1.0,"0    3709.297617
dtype: float64",5.0,"0    3709.297617
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
1564,1564,480401.00850355235,6605136.730882913,A0010,POINT (480401.00850355235 6605136.730882913),1.0,"0    18042.455971
dtype: float64",5.0,"0    14041.955471
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
510,510,1010066.803006823,6862368.690635615,A0004,POINT (1010066.803006823 6862368.690635615),1.0,"0    12520.857887
dtype: float64",5.0,"0    11270.232306
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1581,1581,451606.93144624407,6590417.47884752,A0010,POINT (451606.93144624407 6590417.47884752),1.0,"0    15074.343497
dtype: float64",5.0,"0    6106.787214
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
2994,2994,506531.9399952757,6862817.816809328,A0028,POINT (506531.9399952757 6862817.816809328),1.0,"0    29780.171217
dtype: float64",5.0,"0    18688.698907
dtype: float64",73035.72,0.005895637383388373,3569.540452124233,14278.161808496932,1302882.2650253451,0,0,0,1,large
1331,1331,713769.5112257615,6240207.602677525,A0009,POINT (713769.5112257615 6240207.602677525),1.0,"0    15972.989308
dtype: float64",5.0,"0    6830.503688
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
2516,2516,567175.2172790886,6322882.365374731,A0020,POINT (567175.2172790886 6322882.365374731),1.0,"0    166.582265
dtype: float64",5.0,"0    0.0
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
84,84,665966.608000003,6880317.604,A0001,POINT (665966.608000003 6880317.604),1.0,"0    1397.835304
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
935,935,842815.693000004,6512880.204,A0007,POINT (842815.693000004 6512880.204),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
2436,2436,582078.6098291274,6446987.031038812,A0020,POINT (582078.6098291274 6446987.031038812),1.0,"0    4314.254584
dtype: float64",5.0,"0    4314.254584
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
842,842,841629.2798641105,6658251.043653605,A0006,POINT (841629.2798641105 6658251.043653605),1.0,"0    137.519237
dtype: float64",5.0,"0    137.519237
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
693,693,656303.4461510315,6836997.603993046,A0006,POINT (656303.4461510315 6836997.603993046),1.0,"0    1236.162793
dtype: float64",5.0,"0    0.0
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
1383,1383,687609.657914327,6153116.288251252,A0009,POINT (687609.657914327 6153116.288251252),1.0,"0    22369.913405
dtype: float64",5.0,"0    22369.913405
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
2200,2200,633403.9267194311,7093615.784284826,A0016,POINT (633403.9267194311 7093615.784284826),1.0,"0    9662.847676
dtype: float64",5.0,"0    9631.033409
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
138,138,688115.3382368718,6974115.450322048,A0001,POINT (688115.3382368718 6974115.450322048),1.0,"0    7103.920811
dtype: float64",5.0,"0    6996.983479
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
157,157,690942.0539049591,7009895.06186685,A0001,POINT (690942.0539049591 7009895.06186685),1.0,"0    8593.656555
dtype: float64",5.0,"0    8223.363102
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1706,1706,573443.1049673373,6801525.134333738,A0011,POINT (573443.1049673373 6801525.134333738),1.0,"0    17976.499234
dtype: float64",5.0,"0    12926.388313
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
2927,2927,498855.9675803012,6744460.216831722,A0028,POINT (498855.9675803012 6744460.216831722),1.0,"0    19745.588299
dtype: float64",5.0,"0    18933.016989
dtype: float64",73035.72,0.005895637383388373,3569.540452124233,14278.161808496932,1302882.2650253451,0,0,0,1,large
2387,2387,566672.2587404064,6527960.824010162,A0020,POINT (566672.2587404064 6527960.824010162),1.0,"0    1507.434246
dtype: float64",5.0,"0    316.76883
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
2488,2488,580417.2165737827,6361528.696523845,A0020,POINT (580417.2165737827 6361528.696523845),1.0,"0    39521.557453
dtype: float64",5.0,"0    12950.455024
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
2033,2033,636821.0800436857,6880552.838118715,A0015,POINT (636821.0800436857 6880552.838118715),1.0,"0    823.057493
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
2029,2029,639144.3062780716,6878536.589078928,A0015,POINT (639144.3062780716 6878536.589078928),1.0,"0    248.329487
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
892,892,836524.773000002,6565504.371,A0006,POINT (836524.773000002 6565504.371),1.0,"0    6764.296205
dtype: float64",5.0,"0    631.464646
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
1628,1628,417084.89700780454,6512489.6039977735,A0010,POINT (417084.89700780454 6512489.6039977735),1.0,"0    23934.555353
dtype: float64",5.0,"0    9443.444918
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1286,1286,788407.9109963042,6289259.687126524,A0009,POINT (788407.9109963042 6289259.687126524),1.0,"0    7434.194507
dtype: float64",5.0,"0    1720.182925
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
2076,2076,638471.6656901133,6927714.615653936,A0016,POINT (638471.6656901133 6927714.615653936),1.0,"0    2868.901869
dtype: float64",5.0,"0    2868.901869
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
2008,2008,648602.788000003,6871080.853,A0015,POINT (648602.788000003 6871080.853),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
1258,1258,830000.5053721601,6317862.729670524,A0009,POINT (830000.5053721601 6317862.729670524),1.0,"0    17432.342793
dtype: float64",5.0,"0    14267.791538
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
2630,2630,703951.8168620608,7057794.145833861,A0025,POINT (703951.8168620608 7057794.145833861),1.0,"0    2588.384919
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
1176,1176,970314.6355770391,6260898.838787425,A0008,POINT (970314.6355770391 6260898.838787425),1.0,"0    69337.586656
dtype: float64",5.0,"0    13677.75309
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
1001,1001,843791.9685443535,6386543.355847243,A0007,POINT (843791.9685443535 6386543.355847243),1.0,"0    4923.109819
dtype: float64",5.0,"0    4917.023077
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
1394,1394,640670.6404063521,6841418.490264531,A0010,POINT (640670.6404063521 6841418.490264531),1.0,"0    11.730698
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
278,278,660880.8801046306,6858644.469472066,A0004,POINT (660880.8801046306 6858644.469472066),1.0,"0    1854.46458
dtype: float64",5.0,"0    0.0
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
2924,2924,500789.99947852077,6739093.8648568075,A0028,POINT (500789.99947852077 6739093.8648568075),1.0,"0    25431.024385
dtype: float64",5.0,"0    24510.46369
dtype: float64",73035.72,0.005895637383388373,3569.540452124233,14278.161808496932,1302882.2650253451,0,0,0,1,large
1515,1515,522980.64533391554,6684528.8681512205,A0010,POINT (522980.64533391554 6684528.8681512205),1.0,"0    8695.529605
dtype: float64",5.0,"0    3238.50189
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
564,564,699918.2830905643,6809236.106883442,A0005,POINT (699918.2830905643 6809236.106883442),1.0,"0    1535.599018
dtype: float64",5.0,"0    213.802408
dtype: float64",52949.71,0.0042742412851625635,2372.2039132652226,9488.81565306089,865854.4283418063,0,0,0,1,large
713,713,669009.01466248,6806250.876726213,A0006,POINT (669009.01466248 6806250.876726213),1.0,"0    14963.990242
dtype: float64",5.0,"0    11035.911726
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
346,346,750798.737999998,6894780.162,A0004,POINT (750798.737999998 6894780.162),1.0,"0    21461.707466
dtype: float64",5.0,"0    19433.793813
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1116,1116,843664.1414956561,6491196.130590545,A0007N,POINT (843664.1414956561 6491196.130590545),1.0,"0    5123.681035
dtype: float64",5.0,"0    4141.973678
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
923,923,651655.313623106,6855842.891909142,A0006A,POINT (651655.313623106 6855842.891909142),1.0,"0    1260.521452
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
725,725,684921.0128538772,6789348.078289336,A0006,POINT (684921.0128538772 6789348.078289336),1.0,"0    21159.0355
dtype: float64",5.0,"0    7246.120656
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
2707,2707,678399.4344730855,7040020.4462322835,A0026,POINT (678399.4344730855 7040020.4462322835),1.0,"0    3195.145955
dtype: float64",5.0,"0    3195.145955
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1639,1639,417197.2330745407,6492372.277602306,A0010,POINT (417197.2330745407 6492372.277602306),1.0,"0    32948.189386
dtype: float64",5.0,"0    27682.607391
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
787,787,769500.8151287055,6720829.890477199,A0006,POINT (769500.8151287055 6720829.890477199),1.0,"0    9147.394745
dtype: float64",5.0,"0    9147.394745
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
1404,1404,627091.0897324786,6831492.773443862,A0010,POINT (627091.0897324786 6831492.773443862),1.0,"0    16171.468631
dtype: float64",5.0,"0    11183.931337
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
2479,2479,580771.4483808988,6377201.261368555,A0020,POINT (580771.4483808988 6377201.261368555),1.0,"0    54765.62218
dtype: float64",5.0,"0    6581.986535
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
442,442,915239.8639540258,6904500.376718253,A0004,POINT (915239.8639540258 6904500.376718253),1.0,"0    14752.0826
dtype: float64",5.0,"0    1055.796445
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1979,1979,475651.5744362521,6907598.850509975,A0013,POINT (475651.5744362521 6907598.850509975),1.0,"0    15053.02261
dtype: float64",5.0,"0    13061.508959
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
2465,2465,586959.9984591533,6400938.437600689,A0020,POINT (586959.9984591533 6400938.437600689),1.0,"0    50618.129992
dtype: float64",5.0,"0    27575.871928
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
1742,1742,506422.41971377376,6776864.661150263,A0011,POINT (506422.41971377376 6776864.661150263),1.0,"0    16410.701251
dtype: float64",5.0,"0    10062.658636
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
865,865,843409.9683855639,6614000.597749935,A0006,POINT (843409.9683855639 6614000.597749935),1.0,"0    14072.889225
dtype: float64",5.0,"0    12118.42215
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
654,654,844242.2863201145,6775526.123989689,A0005,POINT (844242.2863201145 6775526.123989689),1.0,"0    62267.92685
dtype: float64",5.0,"0    62267.92685
dtype: float64",52949.71,0.0042742412851625635,2372.2039132652226,9488.81565306089,865854.4283418063,0,0,0,1,large
2857,2857,786700.6042956865,6794936.050335261,A0026,POINT (786700.6042956865 6794936.050335261),1.0,"0    3484.462242
dtype: float64",5.0,"0    3484.462242
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
754,754,724824.2238095924,6756711.303773546,A0006,POINT (724824.2238095924 6756711.303773546),1.0,"0    14671.352577
dtype: float64",5.0,"0    9339.58319
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
3075,3075,550243.9460585888,6953543.044598498,A0029,POINT (550243.9460585888 6953543.044598498),1.0,"0    19733.588025
dtype: float64",5.0,"0    16740.117616
dtype: float64",69686.13,0.005625249578311297,5352.023170221891,21408.092680887563,1953488.4571309902,0,0,0,1,large
1230,1230,1042860.4414976463,6301570.515433095,A0008,POINT (1042860.4414976463 6301570.515433095),1.0,"0    5943.05686
dtype: float64",5.0,"0    2644.669004
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
1106,1106,840302.409000002,6500067.279,A0007N,POINT (840302.409000002 6500067.279),1.0,"0    957.030007
dtype: float64",5.0,"0    0.0
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
420,420,874225.975587174,6893639.120513921,A0004,POINT (874225.975587174 6893639.120513921),1.0,"0    5249.81302
dtype: float64",5.0,"0    4657.919234
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1462,1462,593879.8458524756,6742598.448101112,A0010,POINT (593879.8458524756 6742598.448101112),1.0,"0    7385.984325
dtype: float64",5.0,"0    7385.984325
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1112,1112,844044.5440037725,6495429.957958491,A0007N,POINT (844044.5440037725 6495429.957958491),1.0,"0    1811.769353
dtype: float64",5.0,"0    554.112122
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
1647,1647,420545.184,6476593.464,A0010,POINT (420545.184 6476593.464),1.0,"0    43360.610578
dtype: float64",5.0,"0    34442.878837
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
38,38,654064.5719073935,6866922.205298667,75000C02,POINT (654064.5719073935 6866922.205298667),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
1035,1035,851281.7045500714,6329812.824994173,A0007,POINT (851281.7045500714 6329812.824994173),1.0,"0    2963.253325
dtype: float64",5.0,"0    2937.408192
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
164,164,692272.5289305022,7023133.9681341695,A0001,POINT (692272.5289305022 7023133.9681341695),1.0,"0    3547.439482
dtype: float64",5.0,"0    2580.347716
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
2142,2142,607141.6072735885,7031406.207659215,A0016,POINT (607141.6072735885 7031406.207659215),1.0,"0    37901.400066
dtype: float64",5.0,"0    17478.900228
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
1480,1480,564507.5733624343,6725548.776664356,A0010,POINT (564507.5733624343 6725548.776664356),1.0,"0    6865.821022
dtype: float64",5.0,"0    6865.821022
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
2426,2426,583183.5409006756,6459740.971190211,A0020,POINT (583183.5409006756 6459740.971190211),1.0,"0    3709.297617
dtype: float64",5.0,"0    3709.297617
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
1534,1534,511585.5192851098,6648368.926235876,A0010,POINT (511585.5192851098 6648368.926235876),1.0,"0    33867.976945
dtype: float64",5.0,"0    4082.563788
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1584,1584,446277.9709373175,6588129.728689093,A0010,POINT (446277.9709373175 6588129.728689093),1.0,"0    9853.012591
dtype: float64",5.0,"0    579.570939
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1441,1441,614490.6249185201,6776622.800621838,A0010,POINT (614490.6249185201 6776622.800621838),1.0,"0    11878.441541
dtype: float64",5.0,"0    139.529287
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
506,506,1003852.997,6867371.386,A0004,POINT (1003852.997 6867371.386),1.0,"0    20180.362771
dtype: float64",5.0,"0    11075.075847
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
254,254,661115.5417524452,6866753.887890132,A0003,POINT (661115.5417524452 6866753.887890132),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",45981.93,0.0037117835693048183,24720.47857157009,98881.91428628036,9022974.678623082,0,0,0,1,large
540,540,1048174.058959742,6845654.167105807,A0004,POINT (1048174.058959742 6845654.167105807),1.0,"0    1099.926783
dtype: float64",5.0,"0    0.0
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
70,70,658432.5437321948,6871533.441964389,A0001,POINT (658432.5437321948 6871533.441964389),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1218,1218,1033254.9410888341,6291173.256679586,A0008,POINT (1033254.9410888341 6291173.256679586),1.0,"0    15197.472044
dtype: float64",5.0,"0    1512.880822
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
2336,2336,586171.9454702609,6604261.2142455885,A0020,POINT (586171.9454702609 6604261.2142455885),1.0,"0    34293.263447
dtype: float64",5.0,"0    32007.679463
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
965,965,847950.8864661278,6455105.434997758,A0007,POINT (847950.8864661278 6455105.434997758),1.0,"0    11786.038671
dtype: float64",5.0,"0    6527.952283
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
2044,2044,633185.3389954441,6882516.464165858,A0015,POINT (633185.3389954441 6882516.464165858),1.0,"0    1266.165141
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
1503,1503,528157.7462863321,6703326.678970419,A0010,POINT (528157.7462863321 6703326.678970419),1.0,"0    2961.596483
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1375,1375,687880.2624841613,6167633.298745889,A0009,POINT (687880.2624841613 6167633.298745889),1.0,"0    7850.820318
dtype: float64",5.0,"0    7850.820318
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
1990,1990,643298.0039697275,6866452.403569332,A0014,POINT (643298.0039697275 6866452.403569332),1.0,"0    1874.402177
dtype: float64",5.0,"0    0.0
dtype: float64",6620.95,0.0005344606766873147,1186.5027022458387,4746.010808983355,433073.4863197311,0,0,0,1,large
395,395,825463.6847522024,6886106.303406196,A0004,POINT (825463.6847522024 6886106.303406196),1.0,"0    27997.386177
dtype: float64",5.0,"0    26447.378477
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1843,1843,357741.3769037043,6695948.233904873,A0011,POINT (357741.3769037043 6695948.233904873),1.0,"0    1739.360011
dtype: float64",5.0,"0    0.0
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
17,17,648575.7134745924,6865817.073042674,75000C01,POINT (648575.7134745924 6865817.073042674),1.0,"0    844.961205
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
2439,2439,582435.7088568957,6441784.058139674,A0020,POINT (582435.7088568957 6441784.058139674),1.0,"0    9529.467587
dtype: float64",5.0,"0    9529.467587
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
1890,1890,618017.5655478317,6875106.972732157,A0013,POINT (618017.5655478317 6875106.972732157),1.0,"0    2005.237184
dtype: float64",5.0,"0    426.432008
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
1082,1082,884461.1543354183,6260083.66435558,A0007,POINT (884461.1543354183 6260083.66435558),1.0,"0    1028.767603
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
2212,2212,653737.4751243653,7101963.209387738,A0016,POINT (653737.4751243653 7101963.209387738),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
1392,1392,640733.527000003,6841509.722,A0010,POINT (640733.527000003 6841509.722),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
431,431,895055.3090625413,6895757.223352727,A0004,POINT (895055.3090625413 6895757.223352727),1.0,"0    21881.396273
dtype: float64",5.0,"0    21881.396273
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
2056,2056,643793.2578892672,6896782.7230306715,A0016,POINT (643793.2578892672 6896782.7230306715),1.0,"0    7530.523853
dtype: float64",5.0,"0    1856.278779
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
162,162,690643.3864711503,7019124.534796845,A0001,POINT (690643.3864711503 7019124.534796845),1.0,"0    211.574279
dtype: float64",5.0,"0    211.574279
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1217,1217,1032859.4946238671,6290324.1838594,A0008,POINT (1032859.4946238671 6290324.1838594),1.0,"0    16130.413957
dtype: float64",5.0,"0    902.816102
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
3076,3076,551897.9826633213,6952568.3744587805,A0029,POINT (551897.9826633213 6952568.3744587805),1.0,"0    18208.076529
dtype: float64",5.0,"0    15023.775536
dtype: float64",69686.13,0.005625249578311297,5352.023170221891,21408.092680887563,1953488.4571309902,0,0,0,1,large
127,127,683561.2073209739,6953773.837580778,A0001,POINT (683561.2073209739 6953773.837580778),1.0,"0    131.816127
dtype: float64",5.0,"0    131.816127
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1089,1089,886287.6576067692,6258873.737923687,A0007,POINT (886287.6576067692 6258873.737923687),1.0,"0    3175.055862
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
1501,1501,530124.1069855317,6707960.394073553,A0010,POINT (530124.1069855317 6707960.394073553),1.0,"0    688.320836
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
